customerID,Churn_Probability,Risk_Level,Base_LTV,LTV_Segment,Retention_Priority,Recommended_Action
1741-WTPON,0.21172107212913602,LOW RISK,6487.599999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7209-JCUDS,0.8542596086499543,HIGH RISK,3565.3896984924622,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
2485-ITVKB,0.82115329756746,HIGH RISK,1318.7057788944724,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9648-BCHKM,0.08646909194431095,LOW RISK,926.099642442984,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0743-HRVFF,0.2544043767193953,LOW RISK,2863.65,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
2522-AHJXR,0.44888428606750275,MEDIUM RISK,6567.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9143-CANJF,0.3464582450271856,MEDIUM RISK,2071.9835813683803,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1444-VVSGW,0.336225660025331,MEDIUM RISK,8095.5,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6898-MDLZW,0.4467743169115761,MEDIUM RISK,2019.385630073444,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0074-HDKDG,0.14982712144791616,LOW RISK,2314.3098569771937,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3982-JGSFD,0.022678741549168015,LOW RISK,764.5487920371087,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7928-VJYAB,0.7728633668485564,HIGH RISK,3403.8388480865865,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1522-VVDMG,0.773481937957143,HIGH RISK,3371.904377657518,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2665-NPTGL,0.7255976880236977,HIGH RISK,3685.613587166602,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8728-SKJLR,0.5997435916199508,MEDIUM RISK,3044.25,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7733-UDMTP,0.5937906946816538,MEDIUM RISK,3135.0,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0431-APWVY,0.4565980653430728,MEDIUM RISK,3385.053865481252,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5081-NWSUP,0.2894436265688654,LOW RISK,2438.2907421724008,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
2746-DIJLO,0.23357585488054414,LOW RISK,2308.3,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
7277-OZCGZ,0.6283220632034616,HIGH RISK,3345.60540201005,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5236-PERKL,0.32267859631061035,MEDIUM RISK,6438.150000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2788-CJQAQ,0.02642648470642874,LOW RISK,730.7358233475067,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3096-WPXBT,0.3190434774843472,MEDIUM RISK,6142.7,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9962-BFPDU,0.6242170229091303,HIGH RISK,753.277802473908,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2892-GESUL,0.025523628249127482,LOW RISK,726.9788268264399,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9741-YLNTD,0.8023225119400544,HIGH RISK,3304.2784402783145,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1205-WNWPJ,0.523735833128727,MEDIUM RISK,2235.412930034789,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3173-NVMPX,0.44690488323355454,MEDIUM RISK,2077.6190761499806,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9661-MHUMO,0.5597588357639531,MEDIUM RISK,1850.3207866254347,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6000-APYLU,0.8344742244059435,HIGH RISK,3035.653189022033,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0048-PIHNL,0.0840904751488839,LOW RISK,1002.05,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9420-LOJKX,0.752690379880504,HIGH RISK,3723.183552377271,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
7061-OVMIM,0.08749478970151707,LOW RISK,734.4928198685736,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5671-RQRLP,0.17270264705662616,LOW RISK,5295.5,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5129-JLPIS,0.6464433325908985,HIGH RISK,3963.631329725551,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
5170-PTRKA,0.1036057686732422,LOW RISK,1754.1999999999998,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4819-HJPIW,0.4718774472772025,MEDIUM RISK,944.8846250483184,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8780-RSYYU,0.17289415675664419,LOW RISK,721.3433320448395,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2335-GSODA,0.06652557982586692,LOW RISK,1506.555604947816,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5696-CEIQJ,0.1720077498887748,LOW RISK,6911.05,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6169-PPETC,0.018706887936330206,LOW RISK,770.1842868187089,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4237-RLAQD,0.7527368583223546,HIGH RISK,1722.5829049091612,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7359-WWYJV,0.06299936977705906,LOW RISK,8240.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8620-RJPZN,0.49491621361159105,MEDIUM RISK,777.6982798608426,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7426-WEIJX,0.449442840583372,MEDIUM RISK,4857.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7629-WIXZF,0.37985322505624713,MEDIUM RISK,2220.384943950522,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2616-FLVQC,0.06529449658220787,LOW RISK,1251.2,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9163-GHAYE,0.44637192713800267,MEDIUM RISK,1835.2928005411677,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4464-JCOLN,0.0639994025161336,LOW RISK,745.7638094317742,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2971-SGAFL,0.5511316437001358,MEDIUM RISK,2958.6347603401623,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4735-ASGMA,0.8020800840931892,HIGH RISK,3695.006078469269,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
5245-VDBUR,0.13323567215327298,LOW RISK,1843.4,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1493-AMTIE,0.5031191830696726,MEDIUM RISK,758.9132972555083,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1112-CUNAO,0.7084669071086341,HIGH RISK,3375.661374178585,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7571-YXDAD,0.8300477616720605,HIGH RISK,2813.990394279088,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8714-EUHJO,0.6545304713585784,HIGH RISK,3424.5023289524547,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9040-KZVWO,0.24497393563667802,LOW RISK,2836.5323734054887,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
6713-OKOMC,0.45096332180805865,MEDIUM RISK,1117.7064650173943,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8749-CLJXC,0.6069882343214115,HIGH RISK,753.277802473908,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4713-LZDRV,0.8749978779799221,HIGH RISK,2990.56923076923,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6598-RFFVI,0.09423845374707039,LOW RISK,725.1003285659065,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7470-MCQTK,0.5477403406266255,MEDIUM RISK,1831.5358040201004,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5524-KHNJP,0.224632858820886,LOW RISK,2808.354899497487,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1707-HABPF,0.28097246493630035,LOW RISK,4199.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4581-LNWUM,0.6575914714392048,HIGH RISK,1846.563790104368,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9710-ZUSHQ,0.5444177432676957,MEDIUM RISK,4010.5937862388864,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1697-LYYYX,0.044003558848452924,LOW RISK,1165.1,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4013-GUXND,0.5642916900809785,MEDIUM RISK,781.4552763819096,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5022-JNQEQ,0.759390976209976,HIGH RISK,2849.6818612292227,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4983-CCWMC,0.8131521707905999,HIGH RISK,2614.869578662543,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6345-FZOQH,0.019186905747935204,LOW RISK,1373.1,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0962-CQPWQ,0.012556802227401355,LOW RISK,1258.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5495-GPSRW,0.03029363108193094,LOW RISK,740.1283146501739,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2252-JHJGE,0.40169130106928586,MEDIUM RISK,6344.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7356-AYNJP,0.07969354754058,LOW RISK,897.9221685349825,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2019-HDCZY,0.29732524274579136,LOW RISK,6463.799999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8582-KRHPJ,0.34866771904151095,MEDIUM RISK,1750.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2867-UIMSS,0.8748684719331302,HIGH RISK,3024.3821994588325,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3487-EARAT,0.2242737946254754,LOW RISK,5187.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9926-PJHDQ,0.19314105813037574,LOW RISK,5529.599999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0289-IVARM,0.319751107902277,MEDIUM RISK,2274.861393505991,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4672-FOTSD,0.44038324644356536,MEDIUM RISK,2526.580160417472,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6198-PNNSZ,0.335383868542161,MEDIUM RISK,6148.8,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7603-USHJS,0.7065549014896265,HIGH RISK,2770.7849342868185,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6784-XYJAE,0.19980470430962477,LOW RISK,2096.404058755315,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3858-XHYJO,0.32141027118601284,MEDIUM RISK,4230.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1087-UDSIH,0.31602724655734726,MEDIUM RISK,736.3713181291071,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7251-LJBQN,0.4437218717624147,MEDIUM RISK,4150.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3200-MNQTF,0.07592946383791971,LOW RISK,4750.3,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9359-UGBTK,0.15366716544507936,LOW RISK,4847.45,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8160-HOWOX,0.6557457664135734,HIGH RISK,2511.552174333204,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0258-NOKBL,0.7567785282733537,HIGH RISK,3396.324855044453,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2800-QQUSO,0.7326850003588052,HIGH RISK,4212.599999999999,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
2129-ALKBS,0.13346653166612865,LOW RISK,1048.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9972-VAFJJ,0.3513654122518173,MEDIUM RISK,4982.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4693-VWVBO,0.38161095719527616,MEDIUM RISK,734.4928198685736,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6969-MVBAI,0.869667749280784,HIGH RISK,3385.053865481252,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4821-WQOYN,0.020549187320027702,LOW RISK,1447.2,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6769-DYBQN,0.6016697252513785,HIGH RISK,3910.0,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4018-PPNDW,0.04492925923564612,LOW RISK,1470.1,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6288-CHQJB,0.07842677828047404,LOW RISK,3777.3,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4905-JEFDW,0.4618724354172254,MEDIUM RISK,1562.9105527638192,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0559-CKHUS,0.05118611885425673,LOW RISK,734.4928198685736,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2659-VXMWZ,0.33288687320476024,MEDIUM RISK,7457.099999999999,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6559-RAKOZ,0.4989932175654107,MEDIUM RISK,4799.55,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8809-XKHMD,0.11756509887734802,LOW RISK,7239.599999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6365-HITVU,0.014832988810467889,LOW RISK,6194.75,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0134-XWXCE,0.20820039125600467,LOW RISK,3293.4,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9720-JJJOR,0.15158735206201407,LOW RISK,2472.3,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
2782-LFZVW,0.5543688188938962,MEDIUM RISK,2214.7494491689217,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6112-KTHFQ,0.2370370853552451,LOW RISK,725.1003285659065,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9220-ZNKJI,0.15090518242606962,LOW RISK,4884.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9820-RMCQV,0.426445206648139,MEDIUM RISK,1824.0218109779669,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9013-AQORL,0.41746902100183986,MEDIUM RISK,2186.4,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2040-OBMLJ,0.25171906137157074,LOW RISK,3069.466157711635,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5574-NXZIU,0.2602721892082133,LOW RISK,6879.6,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5446-DKWYW,0.2542703831924488,LOW RISK,3977.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0480-KYJVA,0.015645829474804973,LOW RISK,1746.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1074-AMIOH,0.44496516526189644,MEDIUM RISK,5737.25,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0015-UOCOJ,0.6367258685171514,HIGH RISK,1810.8723231542328,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0256-LTHVJ,0.6981239205562092,HIGH RISK,3045.0456803247,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4547-LYTDD,0.6931882643155283,HIGH RISK,2729.4579725550834,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1077-HUUJM,0.8221005775722443,HIGH RISK,2669.346028218013,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2041-JIJCI,0.5688211657833065,MEDIUM RISK,2404.4777734827985,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1555-HAPSU,0.016141861220836717,LOW RISK,1696.9,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4323-SADQS,0.5386299729442693,MEDIUM RISK,1296.1637997680712,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3292-PBZEJ,0.7998205918826962,HIGH RISK,4185.294124468496,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6203-HBZPA,0.04472942008245993,LOW RISK,3322.8,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9755-JHNMN,0.05396315133260552,LOW RISK,3302.6000000000004,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
7369-TRPFD,0.027922132184469515,LOW RISK,706.3153459605721,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9878-TNQGW,0.8696836511710386,HIGH RISK,3041.2886838036334,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2279-AXJJK,0.4609194107863776,MEDIUM RISK,4973.8,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5016-IBERQ,0.6570497837978327,HIGH RISK,3165.2695689988404,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1016-DJTSV,0.8290338067296671,HIGH RISK,2618.6265751836104,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8433-WPJTV,0.38048282981097814,MEDIUM RISK,6753.5,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8903-XEBGX,0.7605624926570175,HIGH RISK,2077.6190761499806,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2632-TACXW,0.016383613924696602,LOW RISK,1466.3,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7952-OBOYL,0.8310171515713561,HIGH RISK,3375.661374178585,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1470-PSXNM,0.40648640392462143,MEDIUM RISK,4588.85,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6227-HWPWX,0.6051661477080025,HIGH RISK,2592.3275995361423,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5924-SNGKP,0.041467766377929545,LOW RISK,830.25,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8818-DOPVL,0.7286509434077815,HIGH RISK,4804.7,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4521-WFJAI,0.06729734133414374,LOW RISK,1453.2,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4724-WXVWF,0.5097671857775127,MEDIUM RISK,4579.200000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3717-OEAUQ,0.8131061330983245,HIGH RISK,2656.196540394279,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8165-ZJRNM,0.010665660261746195,LOW RISK,1710.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7838-LAZFO,0.2122102534423545,LOW RISK,3546.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0513-RBGPE,0.0720439304638886,LOW RISK,2359.393815229996,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
7251-XFOIL,0.502925294121988,MEDIUM RISK,5441.2,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2525-GVKQU,0.050766948968970674,LOW RISK,1236.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7579-OOPEC,0.6378278161797319,HIGH RISK,1884.1337553150363,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3795-GWTRD,0.05826364284412321,LOW RISK,4759.65,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4750-ZRXIU,0.895662847062406,HIGH RISK,3178.419056822574,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5445-PZWGX,0.27115710313258046,LOW RISK,6324.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0516-UXRMT,0.26567190522268164,LOW RISK,5707.099999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0727-BNRLG,0.16976090385143244,LOW RISK,6737.85,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3932-CMDTD,0.5164507557922127,MEDIUM RISK,3969.2668245071513,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1264-FUHCX,0.26234075527350603,LOW RISK,2758.7,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
6194-HBGQN,0.16787045747058252,LOW RISK,4138.650000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4524-QCSSM,0.4404312490572995,MEDIUM RISK,1677.4989466563586,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4570-QHXHL,0.6876948379280675,HIGH RISK,1643.6859779667568,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2972-YDYUW,0.3582727126934585,MEDIUM RISK,5397.900000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2061-VVFST,0.26928977982552793,LOW RISK,732.6143216080402,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6874-SGLHU,0.4654129733924228,MEDIUM RISK,3644.2866254348655,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9844-FELAJ,0.3670556185873609,MEDIUM RISK,7553.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1902-XBTFB,0.745481462714796,HIGH RISK,3358.7548898337845,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9039-RBEEE,0.25828559394839123,LOW RISK,1909.05,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9369-XFEHK,0.6331589753556901,HIGH RISK,3028.1391959799,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3680-CTHUH,0.38104588446090654,MEDIUM RISK,6996.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3679-XASPY,0.4926588315737333,MEDIUM RISK,730.7358233475067,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9089-UOWJG,0.42752962766814206,MEDIUM RISK,2192.20747004252,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1574-DYCWE,0.012841679817687286,LOW RISK,1017.45,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9779-DPNEJ,0.7254049592950875,HIGH RISK,3011.2327116350984,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2967-MXRAV,0.13088963110066953,LOW RISK,706.3153459605721,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0327-WFZSY,0.47396355387182,MEDIUM RISK,3900.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1731-TVIUK,0.8111465840311486,HIGH RISK,3512.791747197526,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
7666-WKRON,0.24964485913576978,LOW RISK,3137.55,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3865-ZYKAD,0.3652552822206799,MEDIUM RISK,5858.1,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1465-LNTLJ,0.39389254629978515,MEDIUM RISK,2419.5057595670664,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2696-RZVZW,0.03489032179816914,LOW RISK,1703.4,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0685-MLYYM,0.8323027269587011,HIGH RISK,2658.0750386548125,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2778-OCLGR,0.5342875793670143,MEDIUM RISK,1468.9856397371473,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3982-XWFZQ,0.4447262942643424,MEDIUM RISK,2110.5,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4759-PXTAN,0.24560808103449983,LOW RISK,4725.9,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1448-PWKYE,0.8606285395695297,HIGH RISK,3005.597216853498,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8741-LQOBK,0.3459727239959068,MEDIUM RISK,1612.3,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8650-RHRKE,0.7874732148904635,HIGH RISK,1113.9494684963277,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7266-GSSJX,0.22954668360867533,LOW RISK,768.3057885581754,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1265-HVPZB,0.16871603383463135,LOW RISK,3917.6,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9640-ZSLDC,0.1811353088090663,LOW RISK,3211.8,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
0988-JRWWP,0.749877524396998,HIGH RISK,2036.292114418245,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1926-QUZNN,0.020366531952131693,LOW RISK,1818.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9025-ZRPVR,0.22354980966734636,LOW RISK,711.9508407421723,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6527-PZFPV,0.034237681053218394,LOW RISK,781.4552763819096,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7460-ITWWP,0.6792529580602217,HIGH RISK,3874.5,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1530-ZTDOZ,0.30258745503226014,MEDIUM RISK,1991.85,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4785-FCIFB,0.016795786581364353,LOW RISK,1488.4,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9717-QEBGU,0.8562967138843964,HIGH RISK,2641.168554310012,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0876-WDUUZ,0.7764296130043565,HIGH RISK,3208.4750289911094,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7881-EVUAD,0.6953984914825948,HIGH RISK,1600.4805179744878,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4002-BQWPQ,0.21494183668413808,LOW RISK,3071.3446559721683,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
6377-WHAOX,0.6881285277997395,HIGH RISK,6369.0,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
5027-YOCXN,0.3692089939614458,MEDIUM RISK,5612.55,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8450-JOVAH,0.4859864626104023,MEDIUM RISK,2130.2170274449168,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
